country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","25-10-2025 18:00:00",26.699557,77.898881,OZONE,25,45,33
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","25-10-2025 18:00:00",23.837789,73.714926,NH3,4,6,5
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","25-10-2025 18:00:00",26.031443,76.359327,OZONE,3,157,122
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","25-10-2025 18:00:00",27.608912,75.153302,CO,28,108,37
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","25-10-2025 18:00:00",27.608912,75.153302,OZONE,6,147,122
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","25-10-2025 18:00:00",29.931624,73.864511,CO,56,177,88
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","25-10-2025 18:00:00",29.931624,73.864511,OZONE,13,161,95
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","25-10-2025 18:00:00",29.610750,74.283608,SO2,4,11,6
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","25-10-2025 18:00:00",26.843698,75.766894,NH3,8,12,10
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","25-10-2025 18:00:00",26.843698,75.766894,SO2,1,15,5
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","25-10-2025 18:00:00",26.843698,75.766894,CO,22,129,32
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","25-10-2025 18:00:00",26.786682,75.827928,PM10,37,209,114
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","25-10-2025 18:00:00",26.295810,73.082283,SO2,3,6,4
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","25-10-2025 18:00:00",26.295810,73.082283,OZONE,25,141,119
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","25-10-2025 18:00:00",26.215415,73.070156,NO2,5,73,26
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","25-10-2025 18:00:00",26.215415,73.070156,SO2,3,5,4
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","25-10-2025 18:00:00",26.253384,72.976571,OZONE,28,125,104
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","25-10-2025 18:00:00",26.786682,75.827928,OZONE,2,139,107
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","25-10-2025 18:00:00",26.960669,75.771817,NH3,3,6,4
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","25-10-2025 18:00:00",26.960669,75.771817,SO2,10,16,12
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","25-10-2025 18:00:00",25.344694,72.626208,NO2,9,112,34
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","25-10-2025 18:00:00",24.588397,76.172782,PM10,115,162,137
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","25-10-2025 18:00:00",24.588397,76.172782,NO2,27,46,36
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","25-10-2025 18:00:00",24.588397,76.172782,OZONE,67,157,155
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","25-10-2025 18:00:00",26.268249,73.0193853,PM2.5,7,201,91
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","25-10-2025 18:00:00",26.159933,75.780517,OZONE,15,72,57
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","25-10-2025 18:00:00",24.5886166,73.6321397,NO2,16,92,38
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","25-10-2025 18:00:00",24.5886166,73.6321397,NH3,4,13,6
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","25-10-2025 18:00:00",24.5886166,73.6321397,CO,11,72,33
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","25-10-2025 18:00:00",27.338530,88.614099,OZONE,14,42,35
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB","25-10-2025 18:00:00",11.06825,79.07033,PM2.5,16,46,28
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB","25-10-2025 18:00:00",12.8777316,80.0834807,PM10,87,128,109
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB","25-10-2025 18:00:00",12.8777316,80.0834807,NO2,5,16,9
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB","25-10-2025 18:00:00",12.864618,79.659968,NO2,1,13,7
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB","25-10-2025 18:00:00",12.864618,79.659968,SO2,1,3,1
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB","25-10-2025 18:00:00",12.864618,79.659968,CO,20,22,20
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB","25-10-2025 18:00:00",12.864618,79.659968,OZONE,8,9,9
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","25-10-2025 18:00:00",10.967820,78.080882,PM10,8,38,19
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","25-10-2025 18:00:00",10.967820,78.080882,NO2,4,7,6
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","25-10-2025 18:00:00",10.967820,78.080882,SO2,13,16,15
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB","25-10-2025 18:00:00",10.798548,79.838212,PM2.5,10,78,40
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB","25-10-2025 18:00:00",10.798548,79.838212,NO2,5,5,5
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","25-10-2025 18:00:00",11.4068288,76.7138973,OZONE,4,23,6
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","25-10-2025 18:00:00",10.681158,78.741746,OZONE,NA,NA,NA
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","25-10-2025 18:00:00",11.258242,77.552761,PM2.5,1,9,5
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","25-10-2025 18:00:00",11.258242,77.552761,CO,60,62,62
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","25-10-2025 18:00:00",10.423417,78.784889,PM2.5,18,56,36
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","25-10-2025 18:00:00",10.423417,78.784889,SO2,13,14,13
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","25-10-2025 18:00:00",12.9533,80.2357,CO,30,60,41
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","25-10-2025 18:00:00",13.1036,80.2909,SO2,1,3,2
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","25-10-2025 18:00:00",13.1036,80.2909,OZONE,9,9,9
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","25-10-2025 18:00:00",11.0328,77.0349,NO2,10,11,10
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","25-10-2025 18:00:00",11.0328,77.0349,SO2,1,2,1
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","25-10-2025 18:00:00",11.0328,77.0349,CO,11,42,23
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","25-10-2025 18:00:00",10.942451,76.978996,PM10,31,79,50
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","25-10-2025 18:00:00",10.942451,76.978996,NH3,2,2,2
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","25-10-2025 18:00:00",10.358535,77.984321,CO,13,14,14
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","25-10-2025 18:00:00",13.4127,80.1081,PM2.5,17,421,146
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","25-10-2025 18:00:00",13.4127,80.1081,SO2,10,48,17
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB","25-10-2025 18:00:00",12.746998,77.813811,NO2,1,2,2
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB","25-10-2025 18:00:00",12.746998,77.813811,CO,5,18,7
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","25-10-2025 18:00:00",9.559382,77.948828,PM10,26,82,41
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","25-10-2025 18:00:00",9.559382,77.948828,NH3,NA,NA,NA
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","25-10-2025 18:00:00",17.540891,78.358528,PM2.5,10,42,22
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","25-10-2025 18:00:00",17.540891,78.358528,NO2,16,67,33
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","25-10-2025 18:00:00",17.540891,78.358528,CO,9,58,31
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","25-10-2025 18:00:00",17.460103,78.334361,SO2,2,8,5
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB","25-10-2025 18:00:00",10.830158,78.691849,NO2,3,4,4
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","25-10-2025 18:00:00",8.728442,77.6962,PM10,19,39,29
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","25-10-2025 18:00:00",11.0973603,77.3228673,PM10,16,53,35
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","25-10-2025 18:00:00",11.0973603,77.3228673,SO2,8,11,9
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","25-10-2025 18:00:00",11.0973603,77.3228673,CO,16,20,18
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","25-10-2025 18:00:00",11.0973603,77.3228673,OZONE,4,4,4
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","25-10-2025 18:00:00",9.36399,78.831977,PM10,13,38,24
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","25-10-2025 18:00:00",9.36399,78.831977,CO,24,33,27
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB","25-10-2025 18:00:00",12.952707,79.30394,NO2,1,2,1
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","25-10-2025 18:00:00",11.679111,78.125052,NH3,3,3,3
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB","25-10-2025 18:00:00",10.7654824,79.1389968,CO,8,10,9
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","25-10-2025 18:00:00",12.9099161,80.1076538,OZONE,3,5,4
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","25-10-2025 18:00:00",13.0664,"80.2112 ",PM10,22,168,92
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","25-10-2025 18:00:00",13.1278,80.2642,NH3,4,8,6
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","25-10-2025 18:00:00",13.1278,80.2642,SO2,1,8,3
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","25-10-2025 18:00:00",13.1662,80.2584,NH3,1,2,1
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","25-10-2025 18:00:00",13.164544,80.26285,SO2,6,28,16
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","25-10-2025 18:00:00",27.23711,78.01936,CO,26,32,30
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","25-10-2025 18:00:00",27.23711,78.01936,OZONE,8,8,8
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","25-10-2025 18:00:00",27.106972,78.000111,PM2.5,34,212,105
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","25-10-2025 18:00:00",27.106972,78.000111,SO2,16,40,28
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","25-10-2025 18:00:00",27.19865833,78.00598056,PM10,34,134,91
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","25-10-2025 18:00:00",27.19865833,78.00598056,NO2,3,44,17
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","25-10-2025 18:00:00",27.19412,77.96237,PM2.5,21,212,79
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","25-10-2025 18:00:00",27.19412,77.96237,NO2,25,32,29
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","25-10-2025 18:00:00",27.19412,77.96237,CO,16,96,24
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","25-10-2025 18:00:00",27.169338,78.03582,PM10,88,175,130
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","25-10-2025 18:00:00",17.4559458,78.4332152,PM2.5,28,58,40
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","25-10-2025 18:00:00",17.4559458,78.4332152,CO,2,36,18
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","25-10-2025 18:00:00",17.417094,78.457437,OZONE,5,21,13
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","25-10-2025 18:00:00",23.8175497,91.2726974,PM10,26,56,39
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","25-10-2025 18:00:00",23.8175497,91.2726974,NH3,3,5,4
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","25-10-2025 18:00:00",27.23711,78.01936,PM10,41,180,102
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","25-10-2025 18:00:00",17.470431,78.566959,SO2,12,19,14
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","25-10-2025 18:00:00",17.518400,78.278777,NH3,1,3,2
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","25-10-2025 18:00:00",17.518400,78.278777,CO,14,28,18
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","25-10-2025 18:00:00",17.5316895,78.218939,NH3,NA,NA,NA
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","25-10-2025 18:00:00",17.585705,78.126199,CO,20,30,22
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","25-10-2025 18:00:00",17.585705,78.126199,OZONE,19,25,23
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","25-10-2025 18:00:00",28.47272,77.482000,PM10,102,230,166
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","25-10-2025 18:00:00",28.47272,77.482000,NO2,22,132,85
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","25-10-2025 18:00:00",28.47272,77.482000,OZONE,3,180,124
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","25-10-2025 18:00:00",28.557054,77.453663,SO2,13,26,17
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","25-10-2025 18:00:00",28.725645,77.749675,NH3,8,9,9
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","25-10-2025 18:00:00",26.428282,80.327067,CO,34,73,35
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","25-10-2025 18:00:00",26.509954,80.249612,SO2,15,22,16
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","25-10-2025 18:00:00",26.4703136,80.3229863,SO2,3,16,12
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","25-10-2025 18:00:00",26.4703136,80.3229863,CO,31,61,36
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","25-10-2025 18:00:00",28.2348927,77.8683002,NH3,1,1,1
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","25-10-2025 18:00:00",28.685382,77.453839,NO2,37,131,83
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","25-10-2025 18:00:00",28.685382,77.453839,SO2,15,36,21
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","25-10-2025 18:00:00",28.685382,77.453839,CO,39,128,64
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","25-10-2025 18:00:00",26.730136,83.433859,PM2.5,9,124,92
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","25-10-2025 18:00:00",26.730136,83.433859,NO2,11,12,11
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","25-10-2025 18:00:00",27.19862,77.92066,NH3,3,3,3
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","25-10-2025 18:00:00",28.964949,77.278761,NO2,55,89,71
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","25-10-2025 18:00:00",28.964949,77.278761,CO,20,62,41
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","25-10-2025 18:00:00",28.38910936,79.42963708,OZONE,1,5,2
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","25-10-2025 18:00:00",17.544899,78.486949,PM10,72,90,80
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","25-10-2025 18:00:00",17.37206,78.50864,PM10,77,89,79
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","25-10-2025 18:00:00",17.528544,78.286195,PM2.5,36,47,40
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","25-10-2025 18:00:00",17.528544,78.286195,NO2,11,13,12
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","25-10-2025 18:00:00",27.168897,78.376960,PM10,40,179,78
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","25-10-2025 18:00:00",27.168897,78.376960,OZONE,10,19,15
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","25-10-2025 18:00:00",28.646233,77.358075,NO2,23,209,98
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","25-10-2025 18:00:00",28.88528,78.73880,CO,4,50,37
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","25-10-2025 18:00:00",28.856664,78.772638,SO2,4,26,20
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","25-10-2025 18:00:00",28.856664,78.772638,OZONE,18,23,21
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","25-10-2025 18:00:00",28.849399,78.742362,SO2,39,102,70
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","25-10-2025 18:00:00",28.849399,78.742362,CO,22,61,25
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","25-10-2025 18:00:00",28.849399,78.742362,OZONE,22,39,31
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","25-10-2025 18:00:00",28.802625,78.753728,OZONE,26,60,49
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","25-10-2025 18:00:00",26.766433,80.927299,PM2.5,45,157,90
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","25-10-2025 18:00:00",26.766433,80.927299,NO2,21,22,22
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","25-10-2025 18:00:00",26.868120,81.005119,PM2.5,60,197,103
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","25-10-2025 18:00:00",26.906111,80.948222,PM2.5,72,338,213
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","25-10-2025 18:00:00",26.906111,80.948222,NH3,12,18,15
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","25-10-2025 18:00:00",26.90723,80.98579,SO2,38,39,38
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","25-10-2025 18:00:00",29.2124114,78.9611753,SO2,5,11,8
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","25-10-2025 18:00:00",30.075911,78.2859547,PM10,34,80,54
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","25-10-2025 18:00:00",30.075911,78.2859547,CO,14,32,23
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","25-10-2025 18:00:00",23.685297,86.945968,CO,35,102,41
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","25-10-2025 18:00:00",23.685297,86.945968,OZONE,11,64,51
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","25-10-2025 18:00:00",25.301778,82.996789,OZONE,1,5,2
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","25-10-2025 18:00:00",25.262326,82.995408,PM10,63,104,80
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","25-10-2025 18:00:00",27.5714090,77.6557570,PM10,76,208,135
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","25-10-2025 18:00:00",30.269444,78.044167,CO,2,16,5
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","25-10-2025 18:00:00",23.6181830,87.1057180,SO2,6,12,8
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","25-10-2025 18:00:00",23.616515,87.119133,SO2,4,33,10
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","25-10-2025 18:00:00",22.7605581,88.3617589,NH3,2,5,4
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","25-10-2025 18:00:00",22.7605581,88.3617589,SO2,8,13,9
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","25-10-2025 18:00:00",26.83399722,80.8917361,PM2.5,89,316,189
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","25-10-2025 18:00:00",26.83399722,80.8917361,CO,61,112,80
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","25-10-2025 18:00:00",28.9535882,77.7622941,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","25-10-2025 18:00:00",28.9535882,77.7622941,SO2,NA,NA,NA
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","25-10-2025 18:00:00",29.4723508,77.7194031,CO,12,108,36
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","25-10-2025 18:00:00",28.5447608,77.3231257,PM2.5,255,443,356
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","25-10-2025 18:00:00",28.5898,77.3101,NO2,68,195,140
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","25-10-2025 18:00:00",29.063510,77.709723,NH3,4,9,7
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","25-10-2025 18:00:00",29.063510,77.709723,OZONE,5,184,118
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","25-10-2025 18:00:00",28.840739,78.697531,SO2,6,67,16
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","25-10-2025 18:00:00",25.425602,81.917152,NH3,5,5,5
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","25-10-2025 18:00:00",25.3505986,82.9083074,SO2,18,19,18
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","25-10-2025 18:00:00",23.567923,87.306843,CO,22,90,34
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","25-10-2025 18:00:00",23.5087640,87.3544400,CO,28,54,33
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB (Formerly known as Sidhu Kanhu Indoor Stadium)","25-10-2025 18:00:00",23.549395,87.300496,NO2,22,34,27
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB","25-10-2025 18:00:00",22.06047,88.109737,CO,26,59,31
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","25-10-2025 18:00:00",22.629801,88.352017,CO,7,57,19
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","25-10-2025 18:00:00",22.6025571,88.3105664,SO2,15,43,20
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","25-10-2025 18:00:00",22.6025571,88.3105664,CO,48,102,61
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","25-10-2025 18:00:00",22.6025571,88.3105664,OZONE,1,143,116
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","25-10-2025 18:00:00",22.611968,88.347422,PM2.5,85,267,172
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","25-10-2025 18:00:00",22.5687319,88.2797276,CO,6,50,18
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","25-10-2025 18:00:00",22.5687319,88.2797276,OZONE,8,27,21
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","25-10-2025 18:00:00",22.5367507,88.3638022,PM10,86,153,122
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","25-10-2025 18:00:00",22.58157048,88.41002457,NO2,10,21,14
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","25-10-2025 18:00:00",22.58157048,88.41002457,CO,32,70,36
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","25-10-2025 18:00:00",22.556640,88.342674,PM2.5,83,212,136
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","25-10-2025 18:00:00",22.556640,88.342674,PM10,86,141,112
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","25-10-2025 18:00:00",22.556640,88.342674,NH3,10,27,19
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","25-10-2025 18:00:00",22.556640,88.342674,SO2,9,14,11
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","25-10-2025 18:00:00",22.556640,88.342674,CO,24,91,28
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","25-10-2025 18:00:00",22.49929,88.36917,NH3,6,14,9
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","25-10-2025 18:00:00",22.5448082,88.3403691,CO,50,80,54
